Editorial;Genero;Plataforma;Nombre;Plataforma;Region;Ano;Venta Millones
Square Enix;Action;PS3;Murdered: Soul Suspect;PS3;Otros;2014;0.02
Square Enix;Action;PS4;Murdered: Soul Suspect;PS4;Europa;2014;0.16
Square Enix;Action;PS4;Murdered: Soul Suspect;PS4;Japon;2014;0.02
Square Enix;Action;PS4;Murdered: Soul Suspect;PS4;Norte America;2014;0.09
Square Enix;Action;PS4;Murdered: Soul Suspect;PS4;Otros;2014;0.05
Square Enix;Action;X360;Murdered: Soul Suspect;X360;Europa;2014;0.04
Square Enix;Action;X360;Murdered: Soul Suspect;X360;Japon;2014;0
Square Enix;Action;X360;Murdered: Soul Suspect;X360;Norte America;2014;0.06
Square Enix;Action;X360;Murdered: Soul Suspect;X360;Otros;2014;0.01
Square Enix;Action;XOne;Murdered: Soul Suspect;XOne;Europa;2014;0.07
Square Enix;Action;XOne;Murdered: Soul Suspect;XOne;Japon;2014;0
Square Enix;Action;XOne;Murdered: Soul Suspect;XOne;Norte America;2014;0.08
Square Enix;Action;XOne;Murdered: Soul Suspect;XOne;Otros;2014;0.01
Square Enix;Action;DS;Nanashi no Game Me;DS;Europa;2009;0
Square Enix;Action;DS;Nanashi no Game Me;DS;Japon;2009;0.03
Square Enix;Action;DS;Nanashi no Game Me;DS;Norte America;2009;0
Square Enix;Action;DS;Nanashi no Game Me;DS;Otros;2009;0
Square Enix;Action;PC;Sleeping Dogs;PC;Europa;2012;0.05
Square Enix;Action;PC;Sleeping Dogs;PC;Japon;2012;0
Square Enix;Action;PC;Sleeping Dogs;PC;Norte America;2012;0.06
Square Enix;Action;PC;Sleeping Dogs;PC;Otros;2012;0.02
Square Enix;Action;PS3;Sleeping Dogs;PS3;Europa;2012;0.5
Square Enix;Action;PS3;Sleeping Dogs;PS3;Japon;2012;0.05
Square Enix;Action;PS3;Sleeping Dogs;PS3;Norte America;2012;0.31
Square Enix;Action;PS3;Sleeping Dogs;PS3;Otros;2012;0.19
Square Enix;Action;PS4;Sleeping Dogs;PS4;Europa;2014;0.2
Square Enix;Action;PS4;Sleeping Dogs;PS4;Japon;2014;0
Square Enix;Action;PS4;Sleeping Dogs;PS4;Norte America;2014;0.16
Square Enix;Action;PS4;Sleeping Dogs;PS4;Otros;2014;0.07
Square Enix;Action;X360;Sleeping Dogs;X360;Europa;2012;0.41
Square Enix;Action;X360;Sleeping Dogs;X360;Japon;2012;0.01
Square Enix;Action;X360;Sleeping Dogs;X360;Norte America;2012;0.38
Square Enix;Action;X360;Sleeping Dogs;X360;Otros;2012;0.08
Square Enix;Action;XOne;Sleeping Dogs;XOne;Europa;2014;0.09
Square Enix;Action;XOne;Sleeping Dogs;XOne;Japon;2014;0
Square Enix;Action;XOne;Sleeping Dogs;XOne;Norte America;2014;0.1
Square Enix;Action;XOne;Sleeping Dogs;XOne;Otros;2014;0.02
Square Enix;Action;Wii;Soul Eater: Monotone Princess;Wii;Europa;2008;0
Square Enix;Action;Wii;Soul Eater: Monotone Princess;Wii;Japon;2008;0.02
Square Enix;Action;Wii;Soul Eater: Monotone Princess;Wii;Norte America;2008;0
Square Enix;Action;Wii;Soul Eater: Monotone Princess;Wii;Otros;2008;0
Square Enix;Action;DS;The Legend of Kage 2;DS;Europa;2008;0
Square Enix;Action;DS;The Legend of Kage 2;DS;Japon;2008;0
Square Enix;Action;DS;The Legend of Kage 2;DS;Norte America;2008;0.07
Square Enix;Action;DS;The Legend of Kage 2;DS;Otros;2008;0
Square Enix;Action;PS3;The Tomb Raider Trilogy;PS3;Europa;2011;0.5
Square Enix;Action;PS3;The Tomb Raider Trilogy;PS3;Japon;2011;0
Square Enix;Action;PS3;The Tomb Raider Trilogy;PS3;Norte America;2011;0.27
Square Enix;Action;PS3;The Tomb Raider Trilogy;PS3;Otros;2011;0.17
Square Enix;Action;PC;Thief (2014);PC;Europa;2014;0.09
Square Enix;Action;PC;Thief (2014);PC;Japon;2014;0
Square Enix;Action;PC;Thief (2014);PC;Norte America;2014;0
Square Enix;Action;PC;Thief (2014);PC;Otros;2014;0.02
Square Enix;Action;PS3;Thief (2014);PS3;Europa;2014;0.2
Square Enix;Action;PS3;Thief (2014);PS3;Japon;2014;0.02
Square Enix;Action;PS3;Thief (2014);PS3;Norte America;2014;0.1
Square Enix;Action;PS3;Thief (2014);PS3;Otros;2014;0.08
Square Enix;Action;PS4;Thief (2014);PS4;Europa;2014;0.37
Square Enix;Action;PS4;Thief (2014);PS4;Japon;2014;0.03
Square Enix;Action;PS4;Thief (2014);PS4;Norte America;2014;0.28
Square Enix;Action;PS4;Thief (2014);PS4;Otros;2014;0.16
Square Enix;Action;X360;Thief (2014);X360;Europa;2014;0.13
Square Enix;Action;X360;Thief (2014);X360;Japon;2014;0
Square Enix;Action;X360;Thief (2014);X360;Norte America;2014;0.14
Square Enix;Action;X360;Thief (2014);X360;Otros;2014;0.03
Square Enix;Action;XOne;Thief (2014);XOne;Europa;2014;0.15
Square Enix;Action;XOne;Thief (2014);XOne;Japon;2014;0
Square Enix;Action;XOne;Thief (2014);XOne;Norte America;2014;0.26
Square Enix;Action;XOne;Thief (2014);XOne;Otros;2014;0.04
Square Enix;Action;PS3;Tomb Raider (2013);PS3;Europa;2013;1.31
Square Enix;Action;PS3;Tomb Raider (2013);PS3;Japon;2013;0.08
Square Enix;Action;PS3;Tomb Raider (2013);PS3;Norte America;2013;0.6
Square Enix;Action;PS3;Tomb Raider (2013);PS3;Otros;2013;0.52
Square Enix;Action;PS4;Tomb Raider (2013);PS4;Europa;2014;0.64
Square Enix;Action;PS4;Tomb Raider (2013);PS4;Japon;2014;0.06
Square Enix;Action;PS4;Tomb Raider (2013);PS4;Norte America;2014;0.47
Square Enix;Action;PS4;Tomb Raider (2013);PS4;Otros;2014;0.25
Square Enix;Action;X360;Tomb Raider (2013);X360;Europa;2013;0.87
Square Enix;Action;X360;Tomb Raider (2013);X360;Japon;2013;0.01
Square Enix;Action;X360;Tomb Raider (2013);X360;Norte America;2013;0.86
Square Enix;Action;X360;Tomb Raider (2013);X360;Otros;2013;0.17
Square Enix;Action;XOne;Tomb Raider (2013);XOne;Europa;2014;0.21
Square Enix;Action;XOne;Tomb Raider (2013);XOne;Japon;2014;0
Square Enix;Action;XOne;Tomb Raider (2013);XOne;Norte America;2014;0.34
Square Enix;Action;XOne;Tomb Raider (2013);XOne;Otros;2014;0.05
Stainless Games;Action;XOne;Carmageddon: Max Damage;XOne;Europa;2016;0.01
Stainless Games;Action;XOne;Carmageddon: Max Damage;XOne;Japon;2016;0
Stainless Games;Action;XOne;Carmageddon: Max Damage;XOne;Norte America;2016;0.01
Stainless Games;Action;XOne;Carmageddon: Max Damage;XOne;Otros;2016;0
Starfish;Action;DS;Kurupoto Cool Cool Stars;DS;Europa;2007;0
Starfish;Action;DS;Kurupoto Cool Cool Stars;DS;Japon;2007;0
Starfish;Action;DS;Kurupoto Cool Cool Stars;DS;Norte America;2007;0.06
Starfish;Action;DS;Kurupoto Cool Cool Stars;DS;Otros;2007;0
Starpath Corp.;Action;2600;Fireball;2600;Europa;1981;0.02
Starpath Corp.;Action;2600;Fireball;2600;Japon;1981;0
Starpath Corp.;Action;2600;Fireball;2600;Norte America;1981;0.3
Starpath Corp.;Action;2600;Fireball;2600;Otros;1981;0
Storm City Games;Action;DS;Monkey Madness: Island Escape;DS;Europa;2010;0
Storm City Games;Action;DS;Monkey Madness: Island Escape;DS;Japon;2010;0
Storm City Games;Action;DS;Monkey Madness: Island Escape;DS;Norte America;2010;0.01
Storm City Games;Action;DS;Monkey Madness: Island Escape;DS;Otros;2010;0
Success;Action;DS;Tokyo Beat Down;DS;Europa;2008;0
Success;Action;DS;Tokyo Beat Down;DS;Japon;2008;0
Success;Action;DS;Tokyo Beat Down;DS;Norte America;2008;0.07
Success;Action;DS;Tokyo Beat Down;DS;Otros;2008;0.01
Sunrise Interactive;Action;PS2;G-Saviour;PS2;Europa;2000;0
Sunrise Interactive;Action;PS2;G-Saviour;PS2;Japon;2000;0.07
Sunrise Interactive;Action;PS2;G-Saviour;PS2;Norte America;2000;0
Sunrise Interactive;Action;PS2;G-Saviour;PS2;Otros;2000;0
Swing! Entertainment;Action;PS;Tiny Toon Adventures: Toonenstein - Dare to Scare;PS;Europa;1998;0.02
Swing! Entertainment;Action;PS;Tiny Toon Adventures: Toonenstein - Dare to Scare;PS;Japon;1998;0
Swing! Entertainment;Action;PS;Tiny Toon Adventures: Toonenstein - Dare to Scare;PS;Norte America;1998;0.03
Swing! Entertainment;Action;PS;Tiny Toon Adventures: Toonenstein - Dare to Scare;PS;Otros;1998;0
Taito;Action;2600;Front Line;2600;Europa;1981;0.01
Taito;Action;2600;Front Line;2600;Japon;1981;0
Taito;Action;2600;Front Line;2600;Norte America;1981;0.22
Taito;Action;2600;Front Line;2600;Otros;1981;0
Takara;Action;PS2;Kikou Heidan J-Phoenix;PS2;Europa;2001;0
Takara;Action;PS2;Kikou Heidan J-Phoenix;PS2;Japon;2001;0.06
Takara;Action;PS2;Kikou Heidan J-Phoenix;PS2;Norte America;2001;0
Takara;Action;PS2;Kikou Heidan J-Phoenix;PS2;Otros;2001;0
Takara;Action;PS2;Kikou Heidan J-Phoenix 2;PS2;Europa;2003;0
Takara;Action;PS2;Kikou Heidan J-Phoenix 2;PS2;Japon;2003;0.04
Takara;Action;PS2;Kikou Heidan J-Phoenix 2;PS2;Norte America;2003;0
Takara;Action;PS2;Kikou Heidan J-Phoenix 2;PS2;Otros;2003;0
Takara;Action;PS2;Kikou Heidan J-Phoenix: Cobalt Shoutaihen;PS2;Europa;2002;0
Takara;Action;PS2;Kikou Heidan J-Phoenix: Cobalt Shoutaihen;PS2;Japon;2002;0.02
Takara;Action;PS2;Kikou Heidan J-Phoenix: Cobalt Shoutaihen;PS2;Norte America;2002;0
Takara;Action;PS2;Kikou Heidan J-Phoenix: Cobalt Shoutaihen;PS2;Otros;2002;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka;DS;Europa;2010;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka;DS;Japon;2010;0.06
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka;DS;Norte America;2010;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka;DS;Otros;2010;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival;DS;Europa;2008;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival;DS;Japon;2008;0.02
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival;DS;Norte America;2008;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival;DS;Otros;2008;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen;DS;Europa;2009;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen;DS;Japon;2009;0.03
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen;DS;Norte America;2009;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen;DS;Otros;2009;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!;DS;Europa;2007;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!;DS;Japon;2007;0.05
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!;DS;Norte America;2007;0
Takara Tomy;Action;DS;Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!;DS;Otros;2007;0
Takara Tomy;Action;PSP;Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses;PSP;Europa;2010;0
Takara Tomy;Action;PSP;Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses;PSP;Japon;2010;0.02
Takara Tomy;Action;PSP;Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses;PSP;Norte America;2010;0
Takara Tomy;Action;PSP;Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses;PSP;Otros;2010;0
Takara Tomy;Action;DS;Moyashimon DS;DS;Europa;2009;0
Takara Tomy;Action;DS;Moyashimon DS;DS;Japon;2009;0.03
Takara Tomy;Action;DS;Moyashimon DS;DS;Norte America;2009;0
Takara Tomy;Action;DS;Moyashimon DS;DS;Otros;2009;0
Takara Tomy;Action;PSP;Nano Diver;PSP;Europa;2011;0
Takara Tomy;Action;PSP;Nano Diver;PSP;Japon;2011;0.02
Takara Tomy;Action;PSP;Nano Diver;PSP;Norte America;2011;0
Takara Tomy;Action;PSP;Nano Diver;PSP;Otros;2011;0
Takara Tomy;Action;DS;Naruto Shippuden: Dairansen! Kage Bunshin Emaki;DS;Europa;2008;0
Takara Tomy;Action;DS;Naruto Shippuden: Dairansen! Kage Bunshin Emaki;DS;Japon;2008;0.04
Takara Tomy;Action;DS;Naruto Shippuden: Dairansen! Kage Bunshin Emaki;DS;Norte America;2008;0
Takara Tomy;Action;DS;Naruto Shippuden: Dairansen! Kage Bunshin Emaki;DS;Otros;2008;0
Takara Tomy;Action;DS;Naruto Shippuden: Naruto vs. Sasuke;DS;Europa;2008;0
Takara Tomy;Action;DS;Naruto Shippuden: Naruto vs. Sasuke;DS;Japon;2008;0.03
Takara Tomy;Action;DS;Naruto Shippuden: Naruto vs. Sasuke;DS;Norte America;2008;0.08
Takara Tomy;Action;DS;Naruto Shippuden: Naruto vs. Sasuke;DS;Otros;2008;0.01
Takara Tomy;Action;DS;Naruto Shippuuden: Shinobi Retsuden III;DS;Europa;2009;0
Takara Tomy;Action;DS;Naruto Shippuuden: Shinobi Retsuden III;DS;Japon;2009;0.04
Takara Tomy;Action;DS;Naruto Shippuuden: Shinobi Retsuden III;DS;Norte America;2009;0
Takara Tomy;Action;DS;Naruto Shippuuden: Shinobi Retsuden III;DS;Otros;2009;0
Takara Tomy;Action;DS;Yattaman DS: BikkuriDokkiri Daisakusen da Koron;DS;Europa;2008;0
Takara Tomy;Action;DS;Yattaman DS: BikkuriDokkiri Daisakusen da Koron;DS;Japon;2008;0.12
Takara Tomy;Action;DS;Yattaman DS: BikkuriDokkiri Daisakusen da Koron;DS;Norte America;2008;0
Takara Tomy;Action;DS;Yattaman DS: BikkuriDokkiri Daisakusen da Koron;DS;Otros;2008;0
Takara Tomy;Action;DS;Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen;DS;Europa;2006;0
Takara Tomy;Action;DS;Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen;DS;Japon;2006;0.02
Takara Tomy;Action;DS;Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen;DS;Norte America;2006;0
Takara Tomy;Action;DS;Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen;DS;Otros;2006;0
Take-Two Interactive;Action;PS;Action Bass;PS;Europa;2000;0.43
Take-Two Interactive;Action;PS;Action Bass;PS;Japon;2000;0
Take-Two Interactive;Action;PS;Action Bass;PS;Norte America;2000;0.64
Take-Two Interactive;Action;PS;Action Bass;PS;Otros;2000;0.07
Take-Two Interactive;Action;PS;Ball Breakers;PS;Europa;2000;0.07
Take-Two Interactive;Action;PS;Ball Breakers;PS;Japon;2000;0
Take-Two Interactive;Action;PS;Ball Breakers;PS;Norte America;2000;0.1
Take-Two Interactive;Action;PS;Ball Breakers;PS;Otros;2000;0.01
Take-Two Interactive;Action;PS;Big Bass Fishing;PS;Europa;2002;0
Take-Two Interactive;Action;PS;Big Bass Fishing;PS;Japon;2002;0.02
Take-Two Interactive;Action;PS;Big Bass Fishing;PS;Norte America;2002;0
Take-Two Interactive;Action;PS;Big Bass Fishing;PS;Otros;2002;0
Take-Two Interactive;Action;PS2;Bully;PS2;Europa;2006;0.03
Take-Two Interactive;Action;PS2;Bully;PS2;Japon;2006;0.04
Take-Two Interactive;Action;PS2;Bully;PS2;Norte America;2006;0.75
Take-Two Interactive;Action;PS2;Bully;PS2;Otros;2006;0.12
Take-Two Interactive;Action;PC;Bully: Scholarship Edition;PC;Europa;2008;0.02
Take-Two Interactive;Action;PC;Bully: Scholarship Edition;PC;Japon;2008;0
Take-Two Interactive;Action;PC;Bully: Scholarship Edition;PC;Norte America;2008;0
Take-Two Interactive;Action;PC;Bully: Scholarship Edition;PC;Otros;2008;0
Take-Two Interactive;Action;Wii;Bully: Scholarship Edition;Wii;Europa;2008;0.29
Take-Two Interactive;Action;Wii;Bully: Scholarship Edition;Wii;Japon;2008;0
Take-Two Interactive;Action;Wii;Bully: Scholarship Edition;Wii;Norte America;2008;0.17
Take-Two Interactive;Action;Wii;Bully: Scholarship Edition;Wii;Otros;2008;0.06
Take-Two Interactive;Action;X360;Bully: Scholarship Edition;X360;Europa;2008;0.4
Take-Two Interactive;Action;X360;Bully: Scholarship Edition;X360;Japon;2008;0.03
Take-Two Interactive;Action;X360;Bully: Scholarship Edition;X360;Norte America;2008;0.53
Take-Two Interactive;Action;X360;Bully: Scholarship Edition;X360;Otros;2008;0.11
Take-Two Interactive;Action;DS;Diego's Build & Rescue;DS;Europa;2010;0
Take-Two Interactive;Action;DS;Diego's Build & Rescue;DS;Japon;2010;0
Take-Two Interactive;Action;DS;Diego's Build & Rescue;DS;Norte America;2010;0.07
Take-Two Interactive;Action;DS;Diego's Build & Rescue;DS;Otros;2010;0.01
Take-Two Interactive;Action;PS2;Dollar Dash;PS2;Europa;2005;0.23
Take-Two Interactive;Action;PS2;Dollar Dash;PS2;Japon;2005;0
Take-Two Interactive;Action;PS2;Dollar Dash;PS2;Norte America;2005;1.3
Take-Two Interactive;Action;PS2;Dollar Dash;PS2;Otros;2005;0.07
Take-Two Interactive;Action;PSP;Family Guy;PSP;Europa;2006;0
Take-Two Interactive;Action;PSP;Family Guy;PSP;Japon;2006;0
Take-Two Interactive;Action;PSP;Family Guy;PSP;Norte America;2006;0.18
Take-Two Interactive;Action;PSP;Family Guy;PSP;Otros;2006;0.02
Take-Two Interactive;Action;DS;Fantastic Four: Rise of the Silver Surfer;DS;Europa;2007;0
Take-Two Interactive;Action;DS;Fantastic Four: Rise of the Silver Surfer;DS;Japon;2007;0
Take-Two Interactive;Action;DS;Fantastic Four: Rise of the Silver Surfer;DS;Norte America;2007;0.04
Take-Two Interactive;Action;DS;Fantastic Four: Rise of the Silver Surfer;DS;Otros;2007;0
Take-Two Interactive;Action;PS2;Fantastic Four: Rise of the Silver Surfer;PS2;Europa;2007;0.15
Take-Two Interactive;Action;PS2;Fantastic Four: Rise of the Silver Surfer;PS2;Japon;2007;0
Take-Two Interactive;Action;PS2;Fantastic Four: Rise of the Silver Surfer;PS2;Norte America;2007;0.19
Take-Two Interactive;Action;PS2;Fantastic Four: Rise of the Silver Surfer;PS2;Otros;2007;0.05
Take-Two Interactive;Action;PS3;Fantastic Four: Rise of the Silver Surfer;PS3;Europa;2007;0.02
Take-Two Interactive;Action;PS3;Fantastic Four: Rise of the Silver Surfer;PS3;Japon;2007;0
Take-Two Interactive;Action;PS3;Fantastic Four: Rise of the Silver Surfer;PS3;Norte America;2007;0.12
Take-Two Interactive;Action;PS3;Fantastic Four: Rise of the Silver Surfer;PS3;Otros;2007;0.02
Take-Two Interactive;Action;Wii;Fantastic Four: Rise of the Silver Surfer;Wii;Europa;2007;0.01
Take-Two Interactive;Action;Wii;Fantastic Four: Rise of the Silver Surfer;Wii;Japon;2007;0
Take-Two Interactive;Action;Wii;Fantastic Four: Rise of the Silver Surfer;Wii;Norte America;2007;0.04
Take-Two Interactive;Action;Wii;Fantastic Four: Rise of the Silver Surfer;Wii;Otros;2007;0
Take-Two Interactive;Action;X360;Fantastic Four: Rise of the Silver Surfer;X360;Europa;2007;0.01
Take-Two Interactive;Action;X360;Fantastic Four: Rise of the Silver Surfer;X360;Japon;2007;0
Take-Two Interactive;Action;X360;Fantastic Four: Rise of the Silver Surfer;X360;Norte America;2007;0.1
Take-Two Interactive;Action;X360;Fantastic Four: Rise of the Silver Surfer;X360;Otros;2007;0.01
Take-Two Interactive;Action;PS2;Fatal Frame III: The Tormented;PS2;Europa;2005;0.03
Take-Two Interactive;Action;PS2;Fatal Frame III: The Tormented;PS2;Japon;2005;0
Take-Two Interactive;Action;PS2;Fatal Frame III: The Tormented;PS2;Norte America;2005;0.04
Take-Two Interactive;Action;PS2;Fatal Frame III: The Tormented;PS2;Otros;2005;0.01
Take-Two Interactive;Action;PSP;Ghost Rider;PSP;Europa;2007;0
Take-Two Interactive;Action;PSP;Ghost Rider;PSP;Japon;2007;0
Take-Two Interactive;Action;PSP;Ghost Rider;PSP;Norte America;2007;0.22
Take-Two Interactive;Action;PSP;Ghost Rider;PSP;Otros;2007;0.02
Take-Two Interactive;Action;PC;Ghostbusters: The Video Game (DS Version);PC;Europa;2010;0.08
Take-Two Interactive;Action;PC;Ghostbusters: The Video Game (DS Version);PC;Japon;2010;0
Take-Two Interactive;Action;PC;Ghostbusters: The Video Game (DS Version);PC;Norte America;2010;0
Take-Two Interactive;Action;PC;Ghostbusters: The Video Game (DS Version);PC;Otros;2010;0.02
Take-Two Interactive;Action;PS3;Ghostbusters: The Video Game (DS Version);PS3;Europa;2010;0.99
Take-Two Interactive;Action;PS3;Ghostbusters: The Video Game (DS Version);PS3;Japon;2010;0.13
Take-Two Interactive;Action;PS3;Ghostbusters: The Video Game (DS Version);PS3;Norte America;2010;0.59
Take-Two Interactive;Action;PS3;Ghostbusters: The Video Game (DS Version);PS3;Otros;2010;0.36
Take-Two Interactive;Action;X360;Ghostbusters: The Video Game (DS Version);X360;Europa;2009;1.24
Take-Two Interactive;Action;X360;Ghostbusters: The Video Game (DS Version);X360;Japon;2009;0.03
Take-Two Interactive;Action;X360;Ghostbusters: The Video Game (DS Version);X360;Norte America;2009;1.04
Take-Two Interactive;Action;X360;Ghostbusters: The Video Game (DS Version);X360;Otros;2009;0.27
Take-Two Interactive;Action;DS;Go Diego Go! Great Dinosaur Rescue;DS;Europa;2008;0.01
Take-Two Interactive;Action;DS;Go Diego Go! Great Dinosaur Rescue;DS;Japon;2008;0
Take-Two Interactive;Action;DS;Go Diego Go! Great Dinosaur Rescue;DS;Norte America;2008;0.44
Take-Two Interactive;Action;DS;Go Diego Go! Great Dinosaur Rescue;DS;Otros;2008;0.03
Take-Two Interactive;Action;Wii;Go Diego Go! Great Dinosaur Rescue;Wii;Europa;2008;0.02
Take-Two Interactive;Action;Wii;Go Diego Go! Great Dinosaur Rescue;Wii;Japon;2008;0
Take-Two Interactive;Action;Wii;Go Diego Go! Great Dinosaur Rescue;Wii;Norte America;2008;0.53
Take-Two Interactive;Action;Wii;Go Diego Go! Great Dinosaur Rescue;Wii;Otros;2008;0.04
Take-Two Interactive;Action;Wii;Go Diego Go! Safari Rescue;Wii;Europa;2008;0.01
Take-Two Interactive;Action;Wii;Go Diego Go! Safari Rescue;Wii;Japon;2008;0
Take-Two Interactive;Action;Wii;Go Diego Go! Safari Rescue;Wii;Norte America;2008;0.48
Take-Two Interactive;Action;Wii;Go Diego Go! Safari Rescue;Wii;Otros;2008;0.04
Take-Two Interactive;Action;PS2;Go Diego Go!: Safari Rescue;PS2;Europa;2008;0.02
Take-Two Interactive;Action;PS2;Go Diego Go!: Safari Rescue;PS2;Japon;2008;0
Take-Two Interactive;Action;PS2;Go Diego Go!: Safari Rescue;PS2;Norte America;2008;0.02
Take-Two Interactive;Action;PS2;Go Diego Go!: Safari Rescue;PS2;Otros;2008;0.01
Take-Two Interactive;Action;PS2;Go, Diego, Go!: Great Dinosaur Rescue;PS2;Europa;2008;0.12
Take-Two Interactive;Action;PS2;Go, Diego, Go!: Great Dinosaur Rescue;PS2;Japon;2008;0
Take-Two Interactive;Action;PS2;Go, Diego, Go!: Great Dinosaur Rescue;PS2;Norte America;2008;0.16
Take-Two Interactive;Action;PS2;Go, Diego, Go!: Great Dinosaur Rescue;PS2;Otros;2008;0.04
Take-Two Interactive;Action;GBA;Grand Theft Auto;GBA;Europa;2004;0.06
Take-Two Interactive;Action;GBA;Grand Theft Auto;GBA;Japon;2004;0
Take-Two Interactive;Action;GBA;Grand Theft Auto;GBA;Norte America;2004;0.17
Take-Two Interactive;Action;GBA;Grand Theft Auto;GBA;Otros;2004;0
Take-Two Interactive;Action;PS;Grand Theft Auto;PS;Europa;1997;1.35
Take-Two Interactive;Action;PS;Grand Theft Auto;PS;Japon;1997;0.04
Take-Two Interactive;Action;PS;Grand Theft Auto;PS;Norte America;1997;0.79
Take-Two Interactive;Action;PS;Grand Theft Auto;PS;Otros;1997;0.14
Take-Two Interactive;Action;PS;Grand Theft Auto 2;PS;Europa;1998;2.07
Take-Two Interactive;Action;PS;Grand Theft Auto 2;PS;Japon;1998;0
Take-Two Interactive;Action;PS;Grand Theft Auto 2;PS;Norte America;1998;1.13
Take-Two Interactive;Action;PS;Grand Theft Auto 2;PS;Otros;1998;0.22
Take-Two Interactive;Action;PC;Grand Theft Auto III;PC;Europa;2002;0.01
Take-Two Interactive;Action;PC;Grand Theft Auto III;PC;Japon;2002;0
Take-Two Interactive;Action;PC;Grand Theft Auto III;PC;Norte America;2002;0
Take-Two Interactive;Action;PC;Grand Theft Auto III;PC;Otros;2002;0
Take-Two Interactive;Action;PS2;Grand Theft Auto III;PS2;Europa;2001;4.51
Take-Two Interactive;Action;PS2;Grand Theft Auto III;PS2;Japon;2001;0.3
Take-Two Interactive;Action;PS2;Grand Theft Auto III;PS2;Norte America;2001;6.99
Take-Two Interactive;Action;PS2;Grand Theft Auto III;PS2;Otros;2001;1.3
Take-Two Interactive;Action;PC;Grand Theft Auto IV;PC;Europa;2008;0.79
Take-Two Interactive;Action;PC;Grand Theft Auto IV;PC;Japon;2008;0
Take-Two Interactive;Action;PC;Grand Theft Auto IV;PC;Norte America;2008;0.01
Take-Two Interactive;Action;PC;Grand Theft Auto IV;PC;Otros;2008;0.08
Take-Two Interactive;Action;PS3;Grand Theft Auto IV;PS3;Europa;2008;3.76
Take-Two Interactive;Action;PS3;Grand Theft Auto IV;PS3;Japon;2008;0.44
Take-Two Interactive;Action;PS3;Grand Theft Auto IV;PS3;Norte America;2008;4.76
Take-Two Interactive;Action;PS3;Grand Theft Auto IV;PS3;Otros;2008;1.62
Take-Two Interactive;Action;X360;Grand Theft Auto IV;X360;Europa;2008;3.1
Take-Two Interactive;Action;X360;Grand Theft Auto IV;X360;Japon;2008;0.14
Take-Two Interactive;Action;X360;Grand Theft Auto IV;X360;Norte America;2008;6.76
Take-Two Interactive;Action;X360;Grand Theft Auto IV;X360;Otros;2008;1.03
Take-Two Interactive;Action;PC;Grand Theft Auto V;PC;Europa;2015;0.64
Take-Two Interactive;Action;PC;Grand Theft Auto V;PC;Japon;2015;0
Take-Two Interactive;Action;PC;Grand Theft Auto V;PC;Norte America;2015;0.36
Take-Two Interactive;Action;PC;Grand Theft Auto V;PC;Otros;2015;0.08
Take-Two Interactive;Action;PS3;Grand Theft Auto V;PS3;Europa;2013;9.27
Take-Two Interactive;Action;PS3;Grand Theft Auto V;PS3;Japon;2013;0.97
Take-Two Interactive;Action;PS3;Grand Theft Auto V;PS3;Norte America;2013;7.01
Take-Two Interactive;Action;PS3;Grand Theft Auto V;PS3;Otros;2013;4.14
Take-Two Interactive;Action;PS4;Grand Theft Auto V;PS4;Europa;2014;5.81
