Editorial;Genero;Plataforma;Nombre;Plataforma;Region;Ano;Venta Millones
Take-Two Interactive;Action;PS4;Grand Theft Auto V;PS4;Japon;2014;0.36
Take-Two Interactive;Action;PS4;Grand Theft Auto V;PS4;Norte America;2014;3.8
Take-Two Interactive;Action;PS4;Grand Theft Auto V;PS4;Otros;2014;2.02
Take-Two Interactive;Action;X360;Grand Theft Auto V;X360;Europa;2013;5.31
Take-Two Interactive;Action;X360;Grand Theft Auto V;X360;Japon;2013;0.06
Take-Two Interactive;Action;X360;Grand Theft Auto V;X360;Norte America;2013;9.63
Take-Two Interactive;Action;X360;Grand Theft Auto V;X360;Otros;2013;1.38
Take-Two Interactive;Action;XOne;Grand Theft Auto V;XOne;Europa;2014;2.01
Take-Two Interactive;Action;XOne;Grand Theft Auto V;XOne;Japon;2014;0
Take-Two Interactive;Action;XOne;Grand Theft Auto V;XOne;Norte America;2014;2.66
Take-Two Interactive;Action;XOne;Grand Theft Auto V;XOne;Otros;2014;0.41
Take-Two Interactive;Action;DS;Grand Theft Auto: Chinatown Wars;DS;Europa;2009;0.57
Take-Two Interactive;Action;DS;Grand Theft Auto: Chinatown Wars;DS;Japon;2009;0.05
Take-Two Interactive;Action;DS;Grand Theft Auto: Chinatown Wars;DS;Norte America;2009;0.59
Take-Two Interactive;Action;DS;Grand Theft Auto: Chinatown Wars;DS;Otros;2009;0.14
Take-Two Interactive;Action;PSP;Grand Theft Auto: Chinatown Wars;PSP;Europa;2009;0.5
Take-Two Interactive;Action;PSP;Grand Theft Auto: Chinatown Wars;PSP;Japon;2009;0.03
Take-Two Interactive;Action;PSP;Grand Theft Auto: Chinatown Wars;PSP;Norte America;2009;0.28
Take-Two Interactive;Action;PSP;Grand Theft Auto: Chinatown Wars;PSP;Otros;2009;0.28
Take-Two Interactive;Action;PS2;Grand Theft Auto: Liberty City Stories;PS2;Europa;2006;1.4
Take-Two Interactive;Action;PS2;Grand Theft Auto: Liberty City Stories;PS2;Japon;2006;0.07
Take-Two Interactive;Action;PS2;Grand Theft Auto: Liberty City Stories;PS2;Norte America;2006;1.56
Take-Two Interactive;Action;PS2;Grand Theft Auto: Liberty City Stories;PS2;Otros;2006;0.5
Take-Two Interactive;Action;PSP;Grand Theft Auto: Liberty City Stories;PSP;Europa;2005;2.83
Take-Two Interactive;Action;PSP;Grand Theft Auto: Liberty City Stories;PSP;Japon;2005;0.24
Take-Two Interactive;Action;PSP;Grand Theft Auto: Liberty City Stories;PSP;Norte America;2005;2.9
Take-Two Interactive;Action;PSP;Grand Theft Auto: Liberty City Stories;PSP;Otros;2005;1.75
Take-Two Interactive;Action;PC;Grand Theft Auto: San Andreas;PC;Europa;2005;0.92
Take-Two Interactive;Action;PC;Grand Theft Auto: San Andreas;PC;Japon;2005;0
Take-Two Interactive;Action;PC;Grand Theft Auto: San Andreas;PC;Norte America;2005;0
Take-Two Interactive;Action;PC;Grand Theft Auto: San Andreas;PC;Otros;2005;0.05
Take-Two Interactive;Action;PS2;Grand Theft Auto: San Andreas;PS2;Europa;2004;0.4
Take-Two Interactive;Action;PS2;Grand Theft Auto: San Andreas;PS2;Japon;2004;0.41
Take-Two Interactive;Action;PS2;Grand Theft Auto: San Andreas;PS2;Norte America;2004;9.43
Take-Two Interactive;Action;PS2;Grand Theft Auto: San Andreas;PS2;Otros;2004;10.57
Take-Two Interactive;Action;X360;Grand Theft Auto: San Andreas;X360;Europa;2008;0.03
Take-Two Interactive;Action;X360;Grand Theft Auto: San Andreas;X360;Japon;2008;0
Take-Two Interactive;Action;X360;Grand Theft Auto: San Andreas;X360;Norte America;2008;0.08
Take-Two Interactive;Action;X360;Grand Theft Auto: San Andreas;X360;Otros;2008;0.01
Take-Two Interactive;Action;XB;Grand Theft Auto: San Andreas;XB;Europa;2005;0.61
Take-Two Interactive;Action;XB;Grand Theft Auto: San Andreas;XB;Japon;2005;0
Take-Two Interactive;Action;XB;Grand Theft Auto: San Andreas;XB;Norte America;2005;1.26
Take-Two Interactive;Action;XB;Grand Theft Auto: San Andreas;XB;Otros;2005;0.09
Take-Two Interactive;Action;PC;Grand Theft Auto: Vice City;PC;Europa;2003;0.03
Take-Two Interactive;Action;PC;Grand Theft Auto: Vice City;PC;Japon;2003;0
Take-Two Interactive;Action;PC;Grand Theft Auto: Vice City;PC;Norte America;2003;0
Take-Two Interactive;Action;PC;Grand Theft Auto: Vice City;PC;Otros;2003;0.01
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City;PS2;Europa;2002;5.49
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City;PS2;Japon;2002;0.47
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City;PS2;Norte America;2002;8.41
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City;PS2;Otros;2002;1.78
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City Stories;PS2;Europa;2007;0.03
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City Stories;PS2;Japon;2007;0.03
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City Stories;PS2;Norte America;2007;0.78
Take-Two Interactive;Action;PS2;Grand Theft Auto: Vice City Stories;PS2;Otros;2007;0.13
Take-Two Interactive;Action;PSP;Grand Theft Auto: Vice City Stories;PSP;Europa;2006;2.02
Take-Two Interactive;Action;PSP;Grand Theft Auto: Vice City Stories;PSP;Japon;2006;0.16
Take-Two Interactive;Action;PSP;Grand Theft Auto: Vice City Stories;PSP;Norte America;2006;1.7
Take-Two Interactive;Action;PSP;Grand Theft Auto: Vice City Stories;PSP;Otros;2006;1.21
Take-Two Interactive;Action;PS;Grudge Warriors;PS;Europa;1999;0.16
Take-Two Interactive;Action;PS;Grudge Warriors;PS;Japon;1999;0
Take-Two Interactive;Action;PS;Grudge Warriors;PS;Norte America;1999;0.23
Take-Two Interactive;Action;PS;Grudge Warriors;PS;Otros;1999;0.03
Take-Two Interactive;Action;PS;KISS Pinball;PS;Europa;2001;0.12
Take-Two Interactive;Action;PS;KISS Pinball;PS;Japon;2001;0
Take-Two Interactive;Action;PS;KISS Pinball;PS;Norte America;2001;0.17
Take-Two Interactive;Action;PS;KISS Pinball;PS;Otros;2001;0.02
Take-Two Interactive;Action;PC;Mafia;PC;Europa;2002;0.04
Take-Two Interactive;Action;PC;Mafia;PC;Japon;2002;0
Take-Two Interactive;Action;PC;Mafia;PC;Norte America;2002;0
Take-Two Interactive;Action;PC;Mafia;PC;Otros;2002;0.01
Take-Two Interactive;Action;XB;Mafia;XB;Europa;2004;0.05
Take-Two Interactive;Action;XB;Mafia;XB;Japon;2004;0
Take-Two Interactive;Action;XB;Mafia;XB;Norte America;2004;0.17
Take-Two Interactive;Action;XB;Mafia;XB;Otros;2004;0.01
Take-Two Interactive;Action;PC;Mafia II;PC;Europa;2010;0.17
Take-Two Interactive;Action;PC;Mafia II;PC;Japon;2010;0
Take-Two Interactive;Action;PC;Mafia II;PC;Norte America;2010;0.17
Take-Two Interactive;Action;PC;Mafia II;PC;Otros;2010;0.06
Take-Two Interactive;Action;PS3;Mafia II;PS3;Europa;2010;0.72
Take-Two Interactive;Action;PS3;Mafia II;PS3;Japon;2010;0.04
Take-Two Interactive;Action;PS3;Mafia II;PS3;Norte America;2010;0.5
Take-Two Interactive;Action;PS3;Mafia II;PS3;Otros;2010;0.26
Take-Two Interactive;Action;X360;Mafia II;X360;Europa;2010;0.56
Take-Two Interactive;Action;X360;Mafia II;X360;Japon;2010;0
Take-Two Interactive;Action;X360;Mafia II;X360;Norte America;2010;0.84
Take-Two Interactive;Action;X360;Mafia II;X360;Otros;2010;0.15
Take-Two Interactive;Action;PS2;Manhunt;PS2;Europa;2003;0.49
Take-Two Interactive;Action;PS2;Manhunt;PS2;Japon;2003;0
Take-Two Interactive;Action;PS2;Manhunt;PS2;Norte America;2003;0.63
Take-Two Interactive;Action;PS2;Manhunt;PS2;Otros;2003;0.16
Take-Two Interactive;Action;XB;Manhunt;XB;Europa;2004;0.04
Take-Two Interactive;Action;XB;Manhunt;XB;Japon;2004;0
Take-Two Interactive;Action;XB;Manhunt;XB;Norte America;2004;0.14
Take-Two Interactive;Action;XB;Manhunt;XB;Otros;2004;0.01
Take-Two Interactive;Action;PS2;Manhunt 2;PS2;Europa;2007;0.21
Take-Two Interactive;Action;PS2;Manhunt 2;PS2;Japon;2007;0
Take-Two Interactive;Action;PS2;Manhunt 2;PS2;Norte America;2007;0.27
Take-Two Interactive;Action;PS2;Manhunt 2;PS2;Otros;2007;0.07
Take-Two Interactive;Action;PSP;Manhunt 2;PSP;Europa;2007;0.18
Take-Two Interactive;Action;PSP;Manhunt 2;PSP;Japon;2007;0
Take-Two Interactive;Action;PSP;Manhunt 2;PSP;Norte America;2007;0.04
Take-Two Interactive;Action;PSP;Manhunt 2;PSP;Otros;2007;0.1
Take-Two Interactive;Action;Wii;Manhunt 2;Wii;Europa;2007;0.23
Take-Two Interactive;Action;Wii;Manhunt 2;Wii;Japon;2007;0
Take-Two Interactive;Action;Wii;Manhunt 2;Wii;Norte America;2007;0.25
Take-Two Interactive;Action;Wii;Manhunt 2;Wii;Otros;2007;0.06
Take-Two Interactive;Action;PS;Monkey Hero;PS;Europa;1998;0.03
Take-Two Interactive;Action;PS;Monkey Hero;PS;Japon;1998;0
Take-Two Interactive;Action;PS;Monkey Hero;PS;Norte America;1998;0.04
Take-Two Interactive;Action;PS;Monkey Hero;PS;Otros;1998;0
Take-Two Interactive;Action;PC;NBA 2K11;PC;Europa;2010;0
Take-Two Interactive;Action;PC;NBA 2K11;PC;Japon;2010;0
Take-Two Interactive;Action;PC;NBA 2K11;PC;Norte America;2010;0.18
Take-Two Interactive;Action;PC;NBA 2K11;PC;Otros;2010;0.01
Take-Two Interactive;Action;PS2;NBA 2K11;PS2;Europa;2010;0.01
Take-Two Interactive;Action;PS2;NBA 2K11;PS2;Japon;2010;0
Take-Two Interactive;Action;PS2;NBA 2K11;PS2;Norte America;2010;0.34
Take-Two Interactive;Action;PS2;NBA 2K11;PS2;Otros;2010;0.06
Take-Two Interactive;Action;PS3;NBA 2K11;PS3;Europa;2010;0.21
Take-Two Interactive;Action;PS3;NBA 2K11;PS3;Japon;2010;0.03
Take-Two Interactive;Action;PS3;NBA 2K11;PS3;Norte America;2010;1.41
Take-Two Interactive;Action;PS3;NBA 2K11;PS3;Otros;2010;0.16
Take-Two Interactive;Action;PSP;NBA 2K11;PSP;Europa;2010;0
Take-Two Interactive;Action;PSP;NBA 2K11;PSP;Japon;2010;0
Take-Two Interactive;Action;PSP;NBA 2K11;PSP;Norte America;2010;0.39
Take-Two Interactive;Action;PSP;NBA 2K11;PSP;Otros;2010;0.03
Take-Two Interactive;Action;Wii;NBA 2K11;Wii;Europa;2010;0.01
Take-Two Interactive;Action;Wii;NBA 2K11;Wii;Japon;2010;0
Take-Two Interactive;Action;Wii;NBA 2K11;Wii;Norte America;2010;0.47
Take-Two Interactive;Action;Wii;NBA 2K11;Wii;Otros;2010;0.03
Take-Two Interactive;Action;X360;NBA 2K11;X360;Europa;2010;0.12
Take-Two Interactive;Action;X360;NBA 2K11;X360;Japon;2010;0.01
Take-Two Interactive;Action;X360;NBA 2K11;X360;Norte America;2010;1.84
Take-Two Interactive;Action;X360;NBA 2K11;X360;Otros;2010;0.13
Take-Two Interactive;Action;PS2;NBA 2K6;PS2;Europa;2005;0.34
Take-Two Interactive;Action;PS2;NBA 2K6;PS2;Japon;2005;0
Take-Two Interactive;Action;PS2;NBA 2K6;PS2;Norte America;2005;0.43
Take-Two Interactive;Action;PS2;NBA 2K6;PS2;Otros;2005;0.11
Take-Two Interactive;Action;X360;NBA 2K6;X360;Europa;2005;0.01
Take-Two Interactive;Action;X360;NBA 2K6;X360;Japon;2005;0
Take-Two Interactive;Action;X360;NBA 2K6;X360;Norte America;2005;0.21
Take-Two Interactive;Action;X360;NBA 2K6;X360;Otros;2005;0.02
Take-Two Interactive;Action;XB;NBA 2K6;XB;Europa;2005;0.08
Take-Two Interactive;Action;XB;NBA 2K6;XB;Japon;2005;0
Take-Two Interactive;Action;XB;NBA 2K6;XB;Norte America;2005;0.27
Take-Two Interactive;Action;XB;NBA 2K6;XB;Otros;2005;0.01
Take-Two Interactive;Action;DS;Nickelodeon Team Umizoomi;DS;Europa;2011;0
Take-Two Interactive;Action;DS;Nickelodeon Team Umizoomi;DS;Japon;2011;0
Take-Two Interactive;Action;DS;Nickelodeon Team Umizoomi;DS;Norte America;2011;0.45
Take-Two Interactive;Action;DS;Nickelodeon Team Umizoomi;DS;Otros;2011;0.03
Take-Two Interactive;Action;PS2;Oni;PS2;Europa;2001;0.2
Take-Two Interactive;Action;PS2;Oni;PS2;Japon;2001;0
Take-Two Interactive;Action;PS2;Oni;PS2;Norte America;2001;0.26
Take-Two Interactive;Action;PS2;Oni;PS2;Otros;2001;0.07
Take-Two Interactive;Action;PS3;Red Dead Redemption;PS3;Europa;2010;2.61
Take-Two Interactive;Action;PS3;Red Dead Redemption;PS3;Japon;2010;0.17
Take-Two Interactive;Action;PS3;Red Dead Redemption;PS3;Norte America;2010;2.79
Take-Two Interactive;Action;PS3;Red Dead Redemption;PS3;Otros;2010;1.03
Take-Two Interactive;Action;X360;Red Dead Redemption;X360;Europa;2010;1.97
Take-Two Interactive;Action;X360;Red Dead Redemption;X360;Japon;2010;0.09
Take-Two Interactive;Action;X360;Red Dead Redemption;X360;Norte America;2010;3.7
Take-Two Interactive;Action;X360;Red Dead Redemption;X360;Otros;2010;0.57
Take-Two Interactive;Action;PS3;Red Dead Redemption: Undead Nightmare;PS3;Europa;2010;0.46
Take-Two Interactive;Action;PS3;Red Dead Redemption: Undead Nightmare;PS3;Japon;2010;0.06
Take-Two Interactive;Action;PS3;Red Dead Redemption: Undead Nightmare;PS3;Norte America;2010;0.44
Take-Two Interactive;Action;PS3;Red Dead Redemption: Undead Nightmare;PS3;Otros;2010;0.18
Take-Two Interactive;Action;X360;Red Dead Redemption: Undead Nightmare;X360;Europa;2010;0.39
Take-Two Interactive;Action;X360;Red Dead Redemption: Undead Nightmare;X360;Japon;2010;0.02
Take-Two Interactive;Action;X360;Red Dead Redemption: Undead Nightmare;X360;Norte America;2010;0.57
Take-Two Interactive;Action;X360;Red Dead Redemption: Undead Nightmare;X360;Otros;2010;0.09
Take-Two Interactive;Action;Wii;Ringling Bros. and Barnum & Bailey Circus;Wii;Europa;2009;0
Take-Two Interactive;Action;Wii;Ringling Bros. and Barnum & Bailey Circus;Wii;Japon;2009;0
Take-Two Interactive;Action;Wii;Ringling Bros. and Barnum & Bailey Circus;Wii;Norte America;2009;0.17
Take-Two Interactive;Action;Wii;Ringling Bros. and Barnum & Bailey Circus;Wii;Otros;2009;0.01
Take-Two Interactive;Action;DS;Ringling Bros. and Barnum & Bailey: Circus Friends;DS;Europa;2009;0
Take-Two Interactive;Action;DS;Ringling Bros. and Barnum & Bailey: Circus Friends;DS;Japon;2009;0
Take-Two Interactive;Action;DS;Ringling Bros. and Barnum & Bailey: Circus Friends;DS;Norte America;2009;0.16
Take-Two Interactive;Action;DS;Ringling Bros. and Barnum & Bailey: Circus Friends;DS;Otros;2009;0.01
Take-Two Interactive;Action;PS2;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;PS2;Europa;2003;0.66
Take-Two Interactive;Action;PS2;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;PS2;Japon;2003;0
Take-Two Interactive;Action;PS2;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;PS2;Norte America;2003;0.85
Take-Two Interactive;Action;PS2;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;PS2;Otros;2003;0.22
Take-Two Interactive;Action;XB;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;XB;Europa;2003;0.56
Take-Two Interactive;Action;XB;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;XB;Japon;2003;0
Take-Two Interactive;Action;XB;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;XB;Norte America;2003;1.84
Take-Two Interactive;Action;XB;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;XB;Otros;2003;0.09
Take-Two Interactive;Action;PS2;Rune: Viking Warlord;PS2;Europa;2001;0.1
Take-Two Interactive;Action;PS2;Rune: Viking Warlord;PS2;Japon;2001;0
Take-Two Interactive;Action;PS2;Rune: Viking Warlord;PS2;Norte America;2001;0.13
Take-Two Interactive;Action;PS2;Rune: Viking Warlord;PS2;Otros;2001;0.03
Take-Two Interactive;Action;PS2;State of Emergency;PS2;Europa;2002;0.67
Take-Two Interactive;Action;PS2;State of Emergency;PS2;Japon;2002;0
Take-Two Interactive;Action;PS2;State of Emergency;PS2;Norte America;2002;0.86
Take-Two Interactive;Action;PS2;State of Emergency;PS2;Otros;2002;0.22
Take-Two Interactive;Action;XB;State of Emergency;XB;Europa;2003;0.04
Take-Two Interactive;Action;XB;State of Emergency;XB;Japon;2003;0
Take-Two Interactive;Action;XB;State of Emergency;XB;Norte America;2003;0.13
Take-Two Interactive;Action;XB;State of Emergency;XB;Otros;2003;0.01
Take-Two Interactive;Action;PS2;The Da Vinci Code;PS2;Europa;2006;0.05
Take-Two Interactive;Action;PS2;The Da Vinci Code;PS2;Japon;2006;0
Take-Two Interactive;Action;PS2;The Da Vinci Code;PS2;Norte America;2006;0.07
Take-Two Interactive;Action;PS2;The Da Vinci Code;PS2;Otros;2006;0.02
Take-Two Interactive;Action;XB;The Da Vinci Code;XB;Europa;2006;0.01
Take-Two Interactive;Action;XB;The Da Vinci Code;XB;Japon;2006;0
Take-Two Interactive;Action;XB;The Da Vinci Code;XB;Norte America;2006;0.03
Take-Two Interactive;Action;XB;The Da Vinci Code;XB;Otros;2006;0
Take-Two Interactive;Action;PS2;The Warriors;PS2;Europa;2005;0.02
Take-Two Interactive;Action;PS2;The Warriors;PS2;Japon;2005;0
Take-Two Interactive;Action;PS2;The Warriors;PS2;Norte America;2005;0.44
Take-Two Interactive;Action;PS2;The Warriors;PS2;Otros;2005;0.07
Take-Two Interactive;Action;PSP;The Warriors;PSP;Europa;2007;0.02
Take-Two Interactive;Action;PSP;The Warriors;PSP;Japon;2007;0
Take-Two Interactive;Action;PSP;The Warriors;PSP;Norte America;2007;0.23
Take-Two Interactive;Action;PSP;The Warriors;PSP;Otros;2007;0.03
Take-Two Interactive;Action;XB;The Warriors;XB;Europa;2005;0.06
Take-Two Interactive;Action;XB;The Warriors;XB;Japon;2005;0
Take-Two Interactive;Action;XB;The Warriors;XB;Norte America;2005;0.21
Take-Two Interactive;Action;XB;The Warriors;XB;Otros;2005;0.01
Take-Two Interactive;Action;PS3;Top Spin 3;PS3;Europa;2008;0.37
Take-Two Interactive;Action;PS3;Top Spin 3;PS3;Japon;2008;0
Take-Two Interactive;Action;PS3;Top Spin 3;PS3;Norte America;2008;0.08
Take-Two Interactive;Action;PS3;Top Spin 3;PS3;Otros;2008;0.12
Take-Two Interactive;Action;Wii;Top Spin 3;Wii;Europa;2008;0.37
Take-Two Interactive;Action;Wii;Top Spin 3;Wii;Japon;2008;0
Take-Two Interactive;Action;Wii;Top Spin 3;Wii;Norte America;2008;0.15
Take-Two Interactive;Action;Wii;Top Spin 3;Wii;Otros;2008;0.07
Take-Two Interactive;Action;X360;Top Spin 3;X360;Europa;2008;0.4
Take-Two Interactive;Action;X360;Top Spin 3;X360;Japon;2008;0
Take-Two Interactive;Action;X360;Top Spin 3;X360;Norte America;2008;0.09
Take-Two Interactive;Action;X360;Top Spin 3;X360;Otros;2008;0.07
TDK Core;Action;PS;Casper: Friends Around the World;PS;Europa;2000;0.07
TDK Core;Action;PS;Casper: Friends Around the World;PS;Japon;2000;0
TDK Core;Action;PS;Casper: Friends Around the World;PS;Norte America;2000;0.1
TDK Core;Action;PS;Casper: Friends Around the World;PS;Otros;2000;0.01
TDK Core;Action;GBA;Dinotopia: The Timestone Pirates;GBA;Europa;2002;0.05
TDK Core;Action;GBA;Dinotopia: The Timestone Pirates;GBA;Japon;2002;0
TDK Core;Action;GBA;Dinotopia: The Timestone Pirates;GBA;Norte America;2002;0.14
TDK Core;Action;GBA;Dinotopia: The Timestone Pirates;GBA;Otros;2002;0
TDK Mediactive;Action;GC;Aquaman: Battle for Atlantis;GC;Europa;2003;0
TDK Mediactive;Action;GC;Aquaman: Battle for Atlantis;GC;Japon;2003;0
TDK Mediactive;Action;GC;Aquaman: Battle for Atlantis;GC;Norte America;2003;0.01
TDK Mediactive;Action;GC;Aquaman: Battle for Atlantis;GC;Otros;2003;0
TDK Mediactive;Action;XB;Dinotopia: The Sunstone Odyssey;XB;Europa;2003;0
TDK Mediactive;Action;XB;Dinotopia: The Sunstone Odyssey;XB;Japon;2003;0
TDK Mediactive;Action;XB;Dinotopia: The Sunstone Odyssey;XB;Norte America;2003;0.01
TDK Mediactive;Action;XB;Dinotopia: The Sunstone Odyssey;XB;Otros;2003;0
TDK Mediactive;Action;GBA;He-Man: Power of Grayskull;GBA;Europa;2002;0.04
TDK Mediactive;Action;GBA;He-Man: Power of Grayskull;GBA;Japon;2002;0
TDK Mediactive;Action;GBA;He-Man: Power of Grayskull;GBA;Norte America;2002;0.11
TDK Mediactive;Action;GBA;He-Man: Power of Grayskull;GBA;Otros;2002;0
TDK Mediactive;Action;GBA;Jim Henson's Muppets in Spy Muppets: License to Croak;GBA;Europa;2003;0.01
TDK Mediactive;Action;GBA;Jim Henson's Muppets in Spy Muppets: License to Croak;GBA;Japon;2003;0
TDK Mediactive;Action;GBA;Jim Henson's Muppets in Spy Muppets: License to Croak;GBA;Norte America;2003;0.04
TDK Mediactive;Action;GBA;Jim Henson's Muppets in Spy Muppets: License to Croak;GBA;Otros;2003;0
TDK Mediactive;Action;GBA;Jim Henson's the Muppets: On With the Show!;GBA;Europa;2003;0.04
TDK Mediactive;Action;GBA;Jim Henson's the Muppets: On With the Show!;GBA;Japon;2003;0
TDK Mediactive;Action;GBA;Jim Henson's the Muppets: On With the Show!;GBA;Norte America;2003;0.1
TDK Mediactive;Action;GBA;Jim Henson's the Muppets: On With the Show!;GBA;Otros;2003;0
TDK Mediactive;Action;GBA;No Rules: Get Phat;GBA;Europa;2001;0.01
TDK Mediactive;Action;GBA;No Rules: Get Phat;GBA;Japon;2001;0
TDK Mediactive;Action;GBA;No Rules: Get Phat;GBA;Norte America;2001;0.03
TDK Mediactive;Action;GBA;No Rules: Get Phat;GBA;Otros;2001;0
TDK Mediactive;Action;GBA;Shrek: Hassle at the Castle;GBA;Europa;2002;0.17
TDK Mediactive;Action;GBA;Shrek: Hassle at the Castle;GBA;Japon;2002;0
TDK Mediactive;Action;GBA;Shrek: Hassle at the Castle;GBA;Norte America;2002;0.47
TDK Mediactive;Action;GBA;Shrek: Hassle at the Castle;GBA;Otros;2002;0.01
TDK Mediactive;Action;GC;Tonka Rescue Patrol;GC;Europa;2003;0.01
TDK Mediactive;Action;GC;Tonka Rescue Patrol;GC;Japon;2003;0
TDK Mediactive;Action;GC;Tonka Rescue Patrol;GC;Norte America;2003;0.05
TDK Mediactive;Action;GC;Tonka Rescue Patrol;GC;Otros;2003;0
Tecmo Koei;Action;PSV;Angelique Retour;PSV;Europa;2015;0
Tecmo Koei;Action;PSV;Angelique Retour;PSV;Japon;2015;0.02
Tecmo Koei;Action;PSV;Angelique Retour;PSV;Norte America;2015;0
Tecmo Koei;Action;PSV;Angelique Retour;PSV;Otros;2015;0
Tecmo Koei;Action;PS3;Arslan: The Warriors of Legend;PS3;Europa;2015;0
Tecmo Koei;Action;PS3;Arslan: The Warriors of Legend;PS3;Japon;2015;0.05
Tecmo Koei;Action;PS3;Arslan: The Warriors of Legend;PS3;Norte America;2015;0
Tecmo Koei;Action;PS3;Arslan: The Warriors of Legend;PS3;Otros;2015;0
Tecmo Koei;Action;PS4;Arslan: The Warriors of Legend;PS4;Europa;2015;0.01
Tecmo Koei;Action;PS4;Arslan: The Warriors of Legend;PS4;Japon;2015;0.04
